unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,taxi_pick_up_location
34430345,2016-09-29T23:07:45.000,2016-09-30T00:21:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11225,114 LEFFERTS AVENUE,LEFFERTS AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T07:07:45.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T00:21:21.000,09 BROOKLYN,BROOKLYN,995935,180429,Unspecified,BROOKLYN,40.661904930981976,-73.9578826731229,"{'type': 'Point', 'coordinates': [-73.9578826731229, 40.661904930981976]}",,,
34435308,2016-09-29T23:07:41.000,2016-09-30T01:43:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,15 WEST 9 STREET,WEST 9 STREET,5 AVENUE,BEND,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T07:07:41.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T01:43:41.000,02 MANHATTAN,MANHATTAN,985168,206394,Unspecified,MANHATTAN,40.7331804692419,-73.9966876284845,"{'type': 'Point', 'coordinates': [-73.9966876284845, 40.7331804692419]}",,,
34433868,2016-09-29T23:07:39.000,2016-09-30T01:39:54.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10006,2 RECTOR STREET,RECTOR STREET,TRINITY PLACE,GREENWICH STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T07:07:39.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T01:39:54.000,01 MANHATTAN,MANHATTAN,980631,197150,Unspecified,MANHATTAN,40.707807225372385,-74.0130532785027,"{'type': 'Point', 'coordinates': [-74.0130532785027, 40.707807225372385]}",,,
34432023,2016-09-29T23:07:10.000,2016-09-29T23:30:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1549 BASSETT AVENUE,BASSETT AVENUE,WILKINSON AVENUE,MC DONALD STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T07:07:10.000,The Police Department issued a summons in response to the complaint.,2016-09-29T23:30:27.000,11 BRONX,BRONX,1028138,250430,Unspecified,BRONX,40.85393833056837,-73.84135362294094,"{'type': 'Point', 'coordinates': [-73.84135362294094, 40.85393833056837]}",,,
34431955,2016-09-29T23:06:45.000,2016-09-30T08:20:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2072 HERING AVENUE,HERING AVENUE,BEND,PELHAM PARKWAY,ADDRESS,BRONX,Precinct,Closed,2016-09-30T07:06:45.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T08:20:15.000,11 BRONX,BRONX,1024730,251374,Unspecified,BRONX,40.8565456083446,-73.85366713972172,"{'type': 'Point', 'coordinates': [-73.85366713972172, 40.8565456083446]}",,,
34430265,2016-09-29T23:06:30.000,2016-09-30T05:05:50.000,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,177 LAREDO AVENUE,LAREDO AVENUE,POMPEY AVENUE,ANNADALE ROAD,ADDRESS,STATEN ISLAND,Precinct,Closed,2016-09-30T07:06:30.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-30T05:05:50.000,03 STATEN ISLAND,STATEN ISLAND,935996,139374,Unspecified,STATEN ISLAND,40.549093797686275,-74.17363282481907,"{'type': 'Point', 'coordinates': [-74.17363282481907, 40.549093797686275]}",,,
34430618,2016-09-29T23:06:01.000,2016-09-30T00:00:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018,990 6 AVENUE,6 AVENUE,WEST 36 STREET,WEST 37 STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T07:06:01.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T00:00:46.000,05 MANHATTAN,MANHATTAN,987963,213036,Unspecified,MANHATTAN,40.75141037132598,-73.98659890943122,"{'type': 'Point', 'coordinates': [-73.98659890943122, 40.75141037132598]}",,,
34430652,2016-09-29T23:05:53.000,2016-11-14T16:05:37.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10011,140 7 AVENUE,7 AVENUE,WEST 18 STREET,WEST 19 STREET,ADDRESS,NEW YORK,N/A,Closed,2016-11-14T09:07:25.000,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2016-11-14T16:05:37.000,04 MANHATTAN,MANHATTAN,984893,209361,Unspecified,MANHATTAN,40.74132417455931,-73.997679613054,"{'type': 'Point', 'coordinates': [-73.997679613054, 40.74132417455931]}",,,Port Authority Bus Terminal
34431256,2016-09-29T23:05:44.000,2016-09-30T01:11:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11205,172 CLASSON AVENUE,CLASSON AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T07:05:44.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T01:11:30.000,02 BROOKLYN,BROOKLYN,994986,192419,Unspecified,BROOKLYN,40.69481596616376,-73.96128414046092,"{'type': 'Point', 'coordinates': [-73.96128414046092, 40.69481596616376]}",,,
34435247,2016-09-29T23:04:41.000,2016-09-30T00:42:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11354,33 AVENUE,33 AVENUE,146 STREET,147 STREET,BLOCKFACE,FLUSHING,Precinct,Closed,2016-09-30T07:04:41.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-30T00:42:28.000,07 QUEENS,QUEENS,1033870,219362,Unspecified,QUEENS,40.768635140522576,-73.82086330242903,"{'type': 'Point', 'coordinates': [-73.82086330242903, 40.768635140522576]}",,,
34430400,2016-09-29T23:03:40.000,2016-09-30T01:31:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,10 JONES STREET,JONES STREET,WEST 4 STREET,BLEECKER STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T07:03:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T01:31:35.000,02 MANHATTAN,MANHATTAN,983696,206033,Unspecified,MANHATTAN,40.73218964320252,-74.00199893957861,"{'type': 'Point', 'coordinates': [-74.00199893957861, 40.73218964320252]}",,,
34433338,2016-09-29T23:03:23.000,2016-09-29T23:40:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,40-50 DENMAN STREET,DENMAN STREET,ELMHURST AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,Precinct,Closed,2016-09-30T07:03:23.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T23:40:13.000,04 QUEENS,QUEENS,1018495,211574,Unspecified,QUEENS,40.747332021515504,-73.87640926401075,"{'type': 'Point', 'coordinates': [-73.87640926401075, 40.747332021515504]}",,,
34434045,2016-09-29T23:03:22.000,2016-09-29T23:22:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,227 EAST 116 STREET,EAST 116 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T07:03:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T23:22:00.000,11 MANHATTAN,MANHATTAN,1001067,229884,Unspecified,MANHATTAN,40.79763848885112,-73.93926133599666,"{'type': 'Point', 'coordinates': [-73.93926133599666, 40.79763848885112]}",,,
34432212,2016-09-29T23:03:21.000,2016-09-30T00:04:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,8 CLARK STREET,CLARK STREET,COLUMBIA HEIGHTS,WILLOW STREET,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T07:03:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T00:04:02.000,02 BROOKLYN,BROOKLYN,985364,193671,Unspecified,BROOKLYN,40.698258857042966,-73.99598251738135,"{'type': 'Point', 'coordinates': [-73.99598251738135, 40.698258857042966]}",,,
34437093,2016-09-29T23:03:08.000,2016-09-29T23:31:32.000,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Residential Building/House,11224,1602 MERMAID AVENUE,MERMAID AVENUE,WEST 16 STREET,WEST 17 STREET,ADDRESS,BROOKLYN,N/A,Closed,2016-09-30T01:20:37.000,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2016-09-29T23:31:32.000,13 BROOKLYN,BROOKLYN,988727,149390,Unspecified,BROOKLYN,40.576715919003306,-73.98388371678811,"{'type': 'Point', 'coordinates': [-73.98388371678811, 40.576715919003306]}",,,
34433528,2016-09-29T23:02:25.000,2016-10-07T09:57:59.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,Street,11414,,,,,LATLONG,HOWARD BEACH,N/A,Closed,2016-10-14T09:10:23.000,The Department of Transportation has completed the request or corrected the condition.,2016-10-07T09:57:59.000,01 QUEENS,QUEENS,1027356,177959,Unspecified,QUEENS,40.65502811613223,-73.84464499526177,"{'type': 'Point', 'coordinates': [-73.84464499526177, 40.65502811613223]}",,,
34431864,2016-09-29T23:02:05.000,2016-10-03T02:14:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,1120 BRYANT AVENUE,BRYANT AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2016-10-03T02:14:40.000,03 BRONX,BRONX,1015010,240578,Unspecified,BRONX,40.826952980949955,-73.88885385278444,"{'type': 'Point', 'coordinates': [-73.88885385278444, 40.826952980949955]}",,,
34436769,2016-09-29T23:02:00.000,2016-10-06T12:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11214,,,20 AVE,86 ST,INTERSECTION,BROOKLYN,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2016-10-06T12:45:00.000,11 BROOKLYN,BROOKLYN,984735,159552,Unspecified,BROOKLYN,40.60460969195782,-73.9982533698945,"{'type': 'Point', 'coordinates': [-73.9982533698945, 40.60460969195782]}",20 AVENUE,86 STREET,
34434396,2016-09-29T23:02:00.000,2016-10-04T23:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11375,,,68 AVE,GROTON ST,INTERSECTION,Forest Hills,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-10-04T23:00:00.000,06 QUEENS,QUEENS,1024730,200982,Unspecified,QUEENS,40.71823328077494,-73.85397081667404,"{'type': 'Point', 'coordinates': [-73.85397081667404, 40.71823328077494]}",68 AVENUE,GROTON STREET,
34435068,2016-09-29T23:01:23.000,2016-09-30T03:49:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11691,155A BEACH 27 STREET,BEACH 27 STREET,BOARDWALK,SEAGIRT AVENUE,ADDRESS,FAR ROCKAWAY,Precinct,Closed,2016-09-30T07:01:23.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T03:49:53.000,14 QUEENS,QUEENS,1050916,155757,Unspecified,QUEENS,40.593942478233544,-73.75995384139489,"{'type': 'Point', 'coordinates': [-73.75995384139489, 40.593942478233544]}",,,
34432226,2016-09-29T23:01:17.000,2016-09-29T23:05:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,Precinct,Closed,2016-09-30T07:01:17.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T23:05:51.000,09 BRONX,BRONX,1021327,241829,Unspecified,BRONX,40.83036235589997,-73.86602154214397,"{'type': 'Point', 'coordinates': [-73.86602154214397, 40.83036235589997]}",,,
34436250,2016-09-29T23:01:00.000,2016-10-04T18:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11221,3 HIMROD STREET,HIMROD STREET,EVERGREEN AVENUE,CENTRAL AVENUE,BLOCKFACE,BROOKLYN,N/A,Closed,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2016-10-04T22:23:00.000,04 BROOKLYN,BROOKLYN,1005321,192807,Unspecified,BROOKLYN,40.69586236347055,-73.92401315614988,"{'type': 'Point', 'coordinates': [-73.92401315614988, 40.69586236347055]}",,,
34430389,2016-09-29T23:00:57.000,2016-09-30T13:21:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1199 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T07:00:57.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T13:21:37.000,14 BROOKLYN,BROOKLYN,995958,170019,Unspecified,BROOKLYN,40.63333170661496,-73.9578178405703,"{'type': 'Point', 'coordinates': [-73.9578178405703, 40.63333170661496]}",,,
34434185,2016-09-29T23:00:15.000,2016-09-30T01:39:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,,,,,INTERSECTION,NEW YORK,Precinct,Closed,2016-09-30T07:00:15.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T01:39:32.000,02 MANHATTAN,MANHATTAN,983789,206080,Unspecified,MANHATTAN,40.73231865200181,-74.00166338073973,"{'type': 'Point', 'coordinates': [-74.00166338073973, 40.73231865200181]}",JONES STREET,WEST    4 STREET,
34431228,2016-09-29T23:00:11.000,2016-09-30T14:30:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10454,231 BROOK AVENUE,BROOK AVENUE,EAST 137 STREET,EAST 138 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T07:00:11.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T14:30:29.000,01 BRONX,BRONX,1006588,233467,Unspecified,BRONX,40.807460605248814,-73.91930899809635,"{'type': 'Point', 'coordinates': [-73.91930899809635, 40.807460605248814]}",,,
